,created_at,user_id_str,username,tweet_url,Tweet,no_double,no_alay,clean_manual,stemmed,no_stopwords
51,2023-06-25,1637692626215501824,carlitovito180,https://twitter.com/carlitovito180/status/1672999615740932097,"Saking Paniknya Rezim, Oligarki dan BuzzeRp dgn Fenomena Anies Presiden yg Menggema di Seluruh Indonesia. Insyaa Allah 2024 Anies Presiden RI","Saking Paniknya Rezim, Oligarki dan BuzeRp dgn Fenomena Anies Presiden yg Mengema di Seluruh Indonesia. Insya Alah 2024 Anies Presiden RI","Saking Paniknya Rezim, Oligarki dan BuzeRp dengan Fenomena Anies Presiden yang Mengema di Seluruh Indonesia. Insya Alah 2024 Anies Presiden RI","Saking Paniknya Rezim, Oligarki dan BuzeRp dengan Fenomena Anies Presiden yang Mengema di Seluruh Indonesia. Insya Alah 2024 Anies Presiden RI",saking panik rezim oligarki dan buzerp dengan fenomena anies presiden yang mengema di seluruh indonesia insya alah 2024 anies presiden ri,"Saking Paniknya Rezim, Oligarki BuzeRp Fenomena Anies Presiden Mengema Seluruh Indonesia. Insya Alah 2024 Anies Presiden RI"
52,2023-06-25,1637692626215501824,carlitovito180,https://twitter.com/carlitovito180/status/1672998884082352128,"Memang Anies Ga Ada Obeeeennnngg.. Insya Allah 2024 Anies Presiden RI, yang akan berikan Keadilan &amp Kesejahteraan Rakyat Indonesia. Aaammmiin Yaa Robbal Alamiiinnn","Memang Anies Ga Ada Obeng. Insya Alah 2024 Anies Presiden RI, yang akan berikan Keadilan &amp Kesejahteran Rakyat Indonesia. Aamin Ya Robal Alamin","Memang Anies Ga Ada Obeng. Insya Alah 2024 Anies Presiden RI, yang akan berikan Keadilan &amp Kesejahteran Rakyat Indonesia. Aamin Ya Robal Alamin","Memang Anies Ga Ada Obeng. Insya Alah 2024 Anies Presiden RI, yang akan berikan Keadilan &amp Kesejahteran Rakyat Indonesia. Aamin Ya Robal Alamin",memang anies ga ada obeng insya alah 2024 anies presiden ri yang akan ikan adil amp kesejahteran rakyat indonesia aamin ya robal alamin,"Memang Anies Ga Ada Obeng. Insya Alah 2024 Anies Presiden RI, akan berikan Keadilan &amp Kesejahteran Rakyat Indonesia. Aamin Ya Robal Alamin"
53,2023-06-25,1427233676253749248,Ismail90627422,https://twitter.com/Ismail90627422/status/1672970319177617408,Anies Baswedan pribadi yg rendah hati dan presiden Indonesia 2024 https://t.co/Ikq1t1xUr0,Anies Baswedan pribadi yg rendah hati dan presiden Indonesia 2024 htps:/t.co/Ikq1t1xUr0,Anies Baswedan pribadi yang rendah hati dan presiden Indonesia 2024 htps:/t.co/Ikq1t1xUr0,Anies Baswedan pribadi yang rendah hati dan Indonesia 2024 htps:/t.co/Ikq1t1xUr0,anies baswedan pribadi yang rendah hati dan indonesia 2024 htps t co ikq1t1xur0,Anies Baswedan pribadi rendah hati presiden Indonesia 2024 htps:/t.co/Ikq1t1xUr0
54,2023-06-25,1429040840932872193,EndyNugroho8,https://twitter.com/EndyNugroho8/status/1672944133428875264,"Bismillah, Wahai Pemimpin Idola Perubahan Indonesia Yg Lebih Baik, Kami Merindukan Dipimpin Seorang Yg Amanah Dlm Mewujudkan Keadilan Sosial Bagi Seluruh Rakyat Indonesia. Anies Presiden 2024, In Syaa Allah. Lihat video Syaiful! #TikTok https://t.co/JfNO3eoXxi","Bismilah, Wahai Pemimpin Idola Perubahan Indonesia Yg Lebih Baik, Kami Merindukan Dipimpin Seorang Yg Amanah Dlm Mewujudkan Keadilan Sosial Bagi Seluruh Rakyat Indonesia. Anies Presiden 2024, In Sya Alah. Lihat video Syaiful! #TikTok htps:/t.co/JfNO3eoXxi","Bismilah, Wahai Pemimpin Idola Perubahan Indonesia Yg Lebih Baik, Kami Merindukan Dipimpin Seorang Yg Amanah Dlm Mewujudkan Keadilan Sosial Bagi Seluruh Rakyat Indonesia. Anies Presiden 2024, In Sya Alah. Lihat video Syaiful! #TikTok htps:/t.co/JfNO3eoXxi","Bismilah, Wahai Pemimpin Idola Perubahan Indonesia Yg Lebih Baik, Kami Merindukan Dipimpin Seorang Yg Amanah Dlm Mewujudkan Keadilan Sosial Bagi Seluruh Rakyat Indonesia. Anies Presiden 2024, In Sya Alah. Lihat video Syaiful! #TikTok htps:/t.co/JfNO3eoXxi",bismilah wahai pimpin idola ubah indonesia yg lebih baik kami rindu pimpin orang yg amanah dlm wujud adil sosial bagi seluruh rakyat indonesia anies presiden 2024 in sya alah lihat video syaiful tiktok htps t co jfno3eoxxi,"Bismilah, Wahai Pemimpin Idola Perubahan Indonesia Yg Lebih Baik, Kami Merindukan Dipimpin Seorang Yg Amanah Dlm Mewujudkan Keadilan Sosial Bagi Seluruh Rakyat Indonesia. Anies Presiden 2024, In Sya Alah. Lihat video Syaiful! #TikTok htps:/t.co/JfNO3eoXxi"
55,2023-06-25,1529422342522228737,AgustianJamalu2,https://twitter.com/AgustianJamalu2/status/1672941441126129666,"Pa Anies wajib diperjuangkan untuk jadi presiden RI 2024 Agar Indonesia aman sentosa,rakyat sejahtera","Pa Anies wajib diperjuangkan untuk jadi presiden RI 2024 Agar Indonesia aman sentosa,rakyat sejahtera","Pa Anies wajib diperjuangkan untuk jadi presiden RI 2024 Agar Indonesia aman sentosa,rakyat sejahtera","Pa Anies wajib diperjuangkan untuk RI 2024 Agar Indonesia aman sentosa,rakyat sejahtera",pa anies wajib juang untuk ri 2024 agar indonesia aman sentosa rakyat sejahtera,"Pa Anies wajib diperjuangkan jadi presiden RI 2024 Agar Indonesia aman sentosa,rakyat sejahtera"
56,2023-06-25,1118529974065979392,24rakyatmenang,https://twitter.com/24rakyatmenang/status/1672917722995490822,"Semoga naiknya pak anies jadi presiden 2024 seluruh muslim Indonesia bisa berangkat ke tanah suci Makkah dengan murah,mudah dan berkah.Aamiin","Semoga naiknya pak anies jadi presiden 2024 seluruh muslim Indonesia bisa berangkat ke tanah suci Makah dengan murah,mudah dan berkah.Aamin","Semoga naiknya pak anies jadi presiden 2024 seluruh muslim Indonesia bisa berangkat ke tanah suci Makah dengan murah,mudah dan berkah.Aamin","Semoga naiknya pak 2024 seluruh muslim Indonesia bisa berangkat ke tanah suci Makah dengan murah,mudah dan berkah.Aamin",moga naik pak 2024 seluruh muslim indonesia bisa berangkat ke tanah suci makah dengan murah mudah dan berkah aamin,"Semoga naiknya pak anies jadi presiden 2024 seluruh muslim Indonesia berangkat tanah suci Makah murah,mudah berkah.Aamin"
57,2023-06-25,912826389954306048,Suhadi08554001,https://twitter.com/Suhadi08554001/status/1672884155661828102,Do'a kami utk Pak Anies &amp Rakyat Indonesia. Smg Mabrur. 2024 Presiden. Dan yg menfitnah beliau mendapat hidayah &amp bertobat.,Do'a kami utk Pak Anies &amp Rakyat Indonesia. Smg Mabrur. 2024 Presiden. Dan yg menfitnah beliau mendapat hidayah &amp bertobat.,Do'a kami untuk Pak Anies &amp Rakyat Indonesia. Smg Mabrur. 2024 Presiden. Dan yang menfitnah beliau mendapat hidayah &amp bertobat.,Do'a kami untuk Pak Anies &amp Rakyat Indonesia. Smg Mabrur. 2024 Presiden. Dan yang menfitnah mendapat hidayah &amp bertobat.,do a kami untuk pak anies amp rakyat indonesia smg mabrur 2024 presiden dan yang menfitnah dapat hidayah amp tobat,Do'a untuk Pak Anies &amp Rakyat Indonesia. Smg Mabrur. 2024 Presiden. Dan menfitnah beliau mendapat hidayah &amp bertobat.
58,2023-06-25,1426973894485766144,AHMADMA47299939,https://twitter.com/AHMADMA47299939/status/1672850320685436929,"2024 sumbangkan ,tenaga dan pikiran untuk mendukung Bapak Anies Rasyid Baswedan menjadi presiden Indonesia. # kawal pemilu 2024","2024 sumbangkan ,tenaga dan pikiran untuk mendukung Bapak Anies Rasyid Baswedan menjadi presiden Indonesia. # kawal pemilu 2024","2024 sumbangkan ,tenaga dan pikiran untuk mendukung Bapak Anies Rasyid Baswedan menjadi presiden Indonesia. # kawal pemilu 2024","2024 sumbangkan ,tenaga dan pikiran untuk Bapak Anies Rasyid Baswedan Indonesia. # kawal 2024",2024 sumbang tenaga dan pikir untuk bapak anies rasyid baswedan indonesia kawal 2024,"2024 sumbangkan ,tenaga pikiran mendukung Bapak Anies Rasyid Baswedan menjadi presiden Indonesia. # kawal pemilu 2024"
59,2023-06-25,935839892113780736,Harbell51,https://twitter.com/Harbell51/status/1672844752671375362,Betuuuuulllll! BANGET 👍👍💪💪 PILIHLAH DARI INTELEKTUALITAS NYA.INTEGRITASNYA KE.RELIGIUSANNYA. NASIONALISME NYA ITU SEMUA HNY ADA DI #ANIES BASWEDAN FOR PRESIDEN RI 2024. PILIHAN YG TEPAT RAKYAT SEJAHTERA INDONESIA BERMARTABAT 💪💪💪,Betul! BANGET 👍💪 PILIHLAH DARI INTELEKTUALITAS NYA.INTEGRITASNYA KE.RELIGIUSANYA. NASIONALISME NYA ITU SEMUA HNY ADA DI #ANIES BASWEDAN FOR PRESIDEN RI 2024. PILIHAN YG TEPAT RAKYAT SEJAHTERA INDONESIA BERMARTABAT 💪,Betul! BANGET 👍💪 PILIHLAH DARI INTELEKTUALITAS NYA.INTEGRITASNYA KE.RELIGIUSANYA. NASIONALISME NYA ITU SEMUA HNY ADA DI #ANIES BASWEDAN FOR PRESIDEN RI 2024. PILIHAN YG TEPAT RAKYAT SEJAHTERA INDONESIA BERMARTABAT 💪,Betul! BANGET 👍💪 PILIHLAH DARI INTELEKTUALITAS NYA.INTEGRITASNYA KE.RELIGIUSANYA. NASIONALISME NYA ITU SEMUA HNY ADA DI #ANIES BASWEDAN FOR PRESIDEN RI 2024. PILIHAN YG TEPAT RAKYAT SEJAHTERA INDONESIA BERMARTABAT 💪,betul banget pilih dari intelektualitas nya integritas ke religiusanya nasionalisme nya itu semua hny ada di anies baswedan for presiden ri 2024 pilih yg tepat rakyat sejahtera indonesia martabat,Betul! BANGET 👍💪 PILIHLAH DARI INTELEKTUALITAS NYA.INTEGRITASNYA KE.RELIGIUSANYA. NASIONALISME NYA ITU SEMUA HNY ADA DI #ANIES BASWEDAN FOR PRESIDEN RI 2024. PILIHAN YG TEPAT RAKYAT SEJAHTERA INDONESIA BERMARTABAT 💪
60,2023-06-25,1022446062038966274,Arieeff6,https://twitter.com/Arieeff6/status/1672824119870763008,Pak anies terbaik..inshaallah presiden indonesia 2024-2034,Pak anies terbaik.inshalah presiden indonesia 2024-2034,Pak anies terbaik.inshalah presiden indonesia 2024-2034,Pak terbaik.inshalah 2024-2034,pak baik inshalah 2024-2034,Pak anies terbaik.inshalah presiden indonesia 2024-2034
61,2023-06-25,1147385191377199104,dyta0303,https://twitter.com/dyta0303/status/1672812923251752962,"pujian yg bukan sekedar iklan , fakta &amp data membuktikan.. 2024 Anies Presiden Indonesia #SelamatkanAniesBubarkanKPK #SelamatkanAniesBubarkanKPK","pujian yg bukan sekedar iklan , fakta &amp data membuktikan. 2024 Anies Presiden Indonesia #SelamatkanAniesBubarkanKPK #SelamatkanAniesBubarkanKPK","pujian yang bukan sekedar iklan , fakta &amp data membuktikan. 2024 Anies Presiden Indonesia #SelamatkanAniesBubarkanKPK #SelamatkanAniesBubarkanKPK","pujian yang sekedar iklan , fakta &amp data membuktikan. 2024 Anies Presiden Indonesia #SelamatkanAniesBubarkanKPK #SelamatkanAniesBubarkanKPK",puji yang dar iklan fakta amp data bukti 2024 anies presiden indonesia selamatkananiesbubarkankpk selamatkananiesbubarkankpk,"pujian bukan sekedar iklan , fakta &amp data membuktikan. 2024 Anies Presiden Indonesia #SelamatkanAniesBubarkanKPK #SelamatkanAniesBubarkanKPK"
62,2023-06-24,1362514827378270209,andrisu11879537,https://twitter.com/andrisu11879537/status/1672750973385838592,Mereka itu ga bisa adu prestasi adu gagasan mereka hanya bisa menghina memfitnah itulah mereka......yuk kita naikin tagar nya 2024 Indonesia butuh perubahan dari seorang presiden yaitu pak Anies Baswedan,Mereka itu ga bisa adu prestasi adu gagasan mereka hanya bisa menghina memfitnah itulah mereka.yuk kita naikin tagar nya 2024 Indonesia butuh perubahan dari seorang presiden yaitu pak Anies Baswedan,Mereka itu enggak bisa adu prestasi adu gagasan mereka hanya bisa menghina memfitnah itulah mereka.yuk kita naikin tagar nya 2024 Indonesia butuh perubahan dari seorang presiden yaitu pak Anies Baswedan,Mereka itu enggak bisa adu prestasi adu gagasan mereka hanya bisa menghina memfitnah itulah mereka.yuk kita naikin tagar nya 2024 Indonesia butuh perubahan dari seorang yaitu pak Anies Baswedan,mereka itu enggak bisa adu prestasi adu gagas mereka hanya bisa hina fitnah itu mereka yuk kita naikin tagar nya 2024 indonesia butuh ubah dari orang yaitu pak anies baswedan,Mereka enggak adu prestasi adu gagasan hanya menghina memfitnah mereka.yuk naikin tagar nya 2024 Indonesia butuh perubahan seorang presiden pak Anies Baswedan
63,2023-06-24,1367954951058591747,abdulra84804284,https://twitter.com/abdulra84804284/status/1672734736450727936,"Kedongoan, kejahilan dan kesongongan 🤣🤣🤣Mudah2an masyrakat Indonesia mau sadar sejak dini...2024 menjadi momentum besar jika sampai salah maka Selesailah semuanya....Anies wajib jadi Presiden untuk perubahan Indonesia ke arah cita2 pendiri bangsa","Kedongoan, kejahilan dan kesongongan 🤣Mudah2an masyrakat Indonesia mau sadar sejak dini.2024 menjadi momentum besar jika sampai salah maka Selesailah semuanya.Anies wajib jadi Presiden untuk perubahan Indonesia ke arah cita2 pendiri bangsa","Kedongoan, kejahilan dan kesongongan 🤣Mudah2an masyrakat Indonesia mau sadar sejak dini.2024 menjadi momentum besar jika sampai salah maka Selesailah semuanya.Anies wajib jadi Presiden untuk perubahan Indonesia ke arah cita-cita pendiri bangsa","Kedongoan, kejahilan dan kesongongan 🤣Mudah2an masyrakat Indonesia sadar sejak dini.2024 momentum jika sampai salah maka Selesailah semuanya.Anies wajib Presiden untuk perubahan Indonesia ke arah cita-cita pendiri bangsa",kedongoan jahil dan songong mudah2an masyrakat indonesia sadar sejak dini 2024 momentum jika sampai salah maka selesai semua anies wajib presiden untuk ubah indonesia ke arah cita diri bangsa,"Kedongoan, kejahilan kesongongan 🤣Mudah2an masyrakat Indonesia mau sadar sejak dini.2024 menjadi momentum besar sampai salah Selesailah semuanya.Anies wajib jadi Presiden perubahan Indonesia arah cita-cita pendiri bangsa"
