User ID,count
1.49e+18,1944
1.6e+18,797
1.61e+18,331
1.56e+18,230
1.62e+18,213
1.54e+18,209
1.46e+18,195
1.57e+18,194
1.59e+18,187
1.55e+18,185
306615832.0,185
1.43e+18,158
1.58e+18,145
9.21e+17,135
1.07e+18,122
1.64e+18,119
1.19e+18,114
1.44e+18,109
1.52e+18,107
1.51e+18,95
1.5e+18,93
1.41e+18,89
1.17e+18,88
1.48e+18,80
1.1e+18,77
1.34e+18,74
1.42e+18,73
1.63e+18,71
1.45e+18,70
1.31e+18,66
46693036.0,66
1.47e+18,64
1.24e+18,62
1.53e+18,60
7.5e+17,58
1.27e+18,56
1.32e+18,56
1.11e+18,55
1.4e+18,55
485856546.0,55
1.33e+18,54
1.16e+18,53
1.36e+18,53
1.38e+18,46
1.39e+18,43
1.35e+18,41
3158832157.0,40
1.37e+18,40
1.14e+18,35
1.23e+18,34
2558197662.0,28
1.05e+18,27
1.26e+18,26
1.22e+18,26
1.21e+18,25
756374106.0,25
1.01e+18,25
69183155.0,25
1.08e+18,24
634227637.0,23
1.09e+18,21
1.15e+18,21
2718336037.0,20
9.03e+17,20
1.12e+18,19
1.3e+18,19
1.29e+18,19
1.25e+18,18
428008436.0,18
1.2e+18,18
1.06e+18,18
1.04e+18,18
1.02e+18,17
1.18e+18,17
567132989.0,17
109149190.0,16
1.13e+18,16
1.03e+18,15
8.64e+17,15
68930552.0,15
8.37e+17,15
30617522.0,14
8.72e+17,13
1.28e+18,12
199609723.0,12
18129942.0,12
1153424046.0,12
384190172.0,11
9.79e+17,11
9.75e+17,11
173137568.0,11
30766806.0,11
3198142350.0,10
42432846.0,10
8.19e+17,9
71436318.0,9
9.12e+17,9
118646322.0,9
990237626.0,8
9.43e+17,8
3306771829.0,8
23343960.0,8
7.99e+17,8
1048355215.0,8
9.84e+17,8
1575046236.0,7
1e+18,7
8.34e+17,7
2703213439.0,7
114697372.0,7
2992304730.0,7
64635651.0,7
9.38e+17,6
89575980.0,6
8.87e+17,6
2982945846.0,6
456426648.0,6
9.23e+17,6
3230513774.0,6
2385926900.0,6
922666416.0,6
268432978.0,6
1087876332.0,6
7.09e+17,6
41730943.0,6
8.16e+17,6
9.71e+17,6
55507370.0,6
298356051.0,6
8.98e+17,5
9.14e+17,5
1363429958.0,5
9.67e+17,5
3163785546.0,5
47596019.0,5
80559922.0,5
8.5e+17,5
79984762.0,5
4776277333.0,5
2667428478.0,5
2214699186.0,5
4584408024.0,5
2425211274.0,5
9.62e+17,5
88352716.0,5
8.88e+17,5
9.96e+17,5
22365191.0,5
7.8e+17,5
375995332.0,4
7.55e+17,4
1611933612.0,4
3551565558.0,4
2391012962.0,4
103246870.0,4
135728969.0,4
7.97e+17,4
4187275698.0,4
244402020.0,4
97885984.0,4
284771200.0,4
7.26e+17,4
2989509481.0,4
2829775256.0,4
9.88e+17,4
111813142.0,4
3306055003.0,4
3957309192.0,4
59677074.0,4
115413148.0,4
8.03e+17,4
7.72e+17,4
17128975.0,4
9.36e+17,4
18071520.0,4
9.77e+17,4
309621970.0,4
553451866.0,4
2760921103.0,4
715696111.0,4
255866913.0,4
228935841.0,4
8.32e+17,4
2696971124.0,4
543930551.0,4
198888246.0,3
3319260420.0,3
7.93e+17,3
543228723.0,3
1052339653.0,3
3277399364.0,3
7.53e+17,3
704334060.0,3
8.46e+17,3
9.34e+17,3
7.32e+17,3
7.14e+17,3
216690473.0,3
116823357.0,3
154435354.0,3
157865745.0,3
86311144.0,3
174626856.0,3
284830933.0,3
7.34e+17,3
124171593.0,3
87901651.0,3
97204202.0,3
8.52e+17,3
8.06e+17,3
67553993.0,3
714641761.0,3
183335975.0,3
235160795.0,3
88420786.0,3
2893917372.0,3
7.17e+17,3
107319980.0,3
91745687.0,3
7.91e+17,3
388190238.0,3
459813970.0,3
7.13e+17,3
9.49e+17,3
7.42e+17,3
518598645.0,3
3189327655.0,3
8.3e+17,3
8.99e+17,3
702091153.0,3
85805755.0,3
1687292678.0,3
7.45e+17,3
7.21e+17,3
1724999989.0,3
2950033490.0,3
8.27e+17,3
9.92e+17,3
2388988494.0,3
123757780.0,3
3226946688.0,3
9.99e+17,2
9.48e+17,2
552523769.0,2
626156275.0,2
101783417.0,2
330865816.0,2
8.92e+17,2
218426063.0,2
8.57e+17,2
90832506.0,2
3329869879.0,2
494470590.0,2
7.73e+17,2
